"name","geo_point_2d","ntl_mean","n_pixels","n_non_na_pixels","prop_non_na_pixels","date"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",2.85391521453857,43,43,1,"2022-01"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.05219173431396,48,48,1,"2022-01"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.52843022346497,95,95,1,"2022-01"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",4.5648021697998,42,42,1,"2022-01"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",4.79213571548462,42,42,1,"2022-01"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",3.51113748550415,69,69,1,"2022-01"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",4.27035093307495,27,27,1,"2022-01"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.42164826393127,37,37,1,"2022-01"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",5.30415678024292,50,50,1,"2022-01"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",3.17455697059631,67,67,1,"2022-01"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.46774649620056,61,61,1,"2022-01"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",2.69466996192932,67,67,1,"2022-01"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",7.15204811096191,42,42,1,"2022-01"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",4.01614046096802,61,61,1,"2022-01"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.4392808675766,54,53,0.981481481481482,"2022-01"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",10.7250938415527,54,54,1,"2022-02"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.47012901306152,71,71,1,"2022-02"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.68033456802368,65,65,1,"2022-02"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.691565990448,54,54,1,"2022-02"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.95403695106506,44,44,1,"2022-02"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.35498285293579,50,50,1,"2022-02"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.73887395858765,24,24,1,"2022-02"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",4.34290790557861,43,43,1,"2022-02"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.85541319847107,48,48,1,"2022-02"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.00799870491028,95,95,1,"2022-02"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",6.54375410079956,42,42,1,"2022-02"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",7.54030513763428,42,42,1,"2022-02"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.43006277084351,69,69,1,"2022-02"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",5.94010066986084,27,27,1,"2022-02"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.46678972244263,37,37,1,"2022-02"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.42673254013062,50,50,1,"2022-02"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.30140066146851,67,67,1,"2022-02"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.24027180671692,61,61,1,"2022-02"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.7879946231842,67,67,1,"2022-02"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",10.2295789718628,42,42,1,"2022-02"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.11359453201294,61,61,1,"2022-02"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.26859021186829,54,54,1,"2022-02"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",15.1650896072388,54,54,1,"2022-03"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.58948183059692,71,71,1,"2022-03"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.57669830322266,65,65,1,"2022-03"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.8511118888855,54,54,1,"2022-03"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",4.1331992149353,44,44,1,"2022-03"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.2810492515564,50,50,1,"2022-03"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.3946270942688,24,24,1,"2022-03"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.91948652267456,43,43,1,"2022-03"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.626704454422,48,48,1,"2022-03"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.24381947517395,95,95,1,"2022-03"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",8.52093887329102,42,42,1,"2022-03"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",8.38537883758545,42,42,1,"2022-03"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.85535573959351,69,69,1,"2022-03"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",8.33829116821289,27,27,1,"2022-03"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.29175114631653,37,37,1,"2022-03"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",6.94350337982178,50,50,1,"2022-03"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.08435869216919,67,67,1,"2022-03"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.05277228355408,61,61,1,"2022-03"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.19010639190674,67,67,1,"2022-03"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",10.9749250411987,42,42,1,"2022-03"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.16248464584351,61,61,1,"2022-03"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.15823006629944,54,54,1,"2022-03"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",15.7417364120483,54,54,1,"2022-04"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.72422170639038,71,71,1,"2022-04"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.5583827495575,65,65,1,"2022-04"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",6.22709083557129,54,54,1,"2022-04"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",4.15544319152832,44,44,1,"2022-04"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.24501276016235,50,50,1,"2022-04"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.63227224349976,24,24,1,"2022-04"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.91529870033264,43,43,1,"2022-04"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.81459403038025,48,48,1,"2022-04"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.04519653320312,95,95,1,"2022-04"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",8.56580543518066,42,42,1,"2022-04"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",8.42276287078857,42,42,1,"2022-04"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",5.16719579696655,69,69,1,"2022-04"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",7.97495985031128,27,27,1,"2022-04"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.50297093391418,37,37,1,"2022-04"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.62202882766724,50,50,1,"2022-04"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.63041162490845,67,67,1,"2022-04"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.27320122718811,61,61,1,"2022-04"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.44375228881836,67,67,1,"2022-04"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",12.2314472198486,42,42,1,"2022-04"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.29793548583984,61,61,1,"2022-04"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.41903471946716,54,54,1,"2022-04"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",13.1101818084717,54,54,1,"2022-05"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.84250354766846,71,69,0.971830985915493,"2022-05"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.48843097686768,65,65,1,"2022-05"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",6.03190660476685,54,54,1,"2022-05"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",4.10676670074463,44,44,1,"2022-05"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.31103277206421,50,50,1,"2022-05"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.42489814758301,24,24,1,"2022-05"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",4.10137414932251,43,43,1,"2022-05"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",4.05295562744141,48,48,1,"2022-05"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.13857269287109,95,95,1,"2022-05"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",7.63828134536743,42,42,1,"2022-05"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",7.36001062393188,42,42,1,"2022-05"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",5.54202747344971,69,69,1,"2022-05"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",7.49172592163086,27,27,1,"2022-05"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.61920309066772,37,37,1,"2022-05"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.13674020767212,50,50,1,"2022-05"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.69008541107178,67,67,1,"2022-05"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.3460865020752,61,61,1,"2022-05"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.39607286453247,67,67,1,"2022-05"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",11.527229309082,42,42,1,"2022-05"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.12707614898682,61,61,1,"2022-05"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.23888516426086,54,54,1,"2022-05"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",NA,54,0,0,"2022-06"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",NA,71,0,0,"2022-06"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",NA,65,0,0,"2022-06"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",NA,54,0,0,"2022-06"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",NA,44,0,0,"2022-06"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",NA,50,0,0,"2022-06"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",NA,24,0,0,"2022-06"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",NA,43,0,0,"2022-06"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",NA,48,0,0,"2022-06"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",NA,95,0,0,"2022-06"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",NA,42,0,0,"2022-06"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",NA,42,0,0,"2022-06"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",NA,69,0,0,"2022-06"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",NA,27,0,0,"2022-06"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",NA,37,0,0,"2022-06"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",NA,50,0,0,"2022-06"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",NA,67,0,0,"2022-06"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",NA,61,0,0,"2022-06"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",NA,67,0,0,"2022-06"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",NA,42,0,0,"2022-06"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",NA,61,0,0,"2022-06"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",NA,54,0,0,"2022-06"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",12.7459592819214,54,53,0.981481481481482,"2022-07"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",5.24275398254395,71,71,1,"2022-07"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.38101077079773,65,65,1,"2022-07"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",6.32489156723022,54,54,1,"2022-07"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",4.12719297409058,44,44,1,"2022-07"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.13076829910278,50,50,1,"2022-07"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.27623891830444,24,24,1,"2022-07"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.92507982254028,43,43,1,"2022-07"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",4.19613218307495,48,48,1,"2022-07"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.97598206996918,95,95,1,"2022-07"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",7.84532022476196,42,42,1,"2022-07"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",7.48407220840454,42,42,1,"2022-07"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",5.54818105697632,69,69,1,"2022-07"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",7.44189071655273,27,27,1,"2022-07"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.42717123031616,37,37,1,"2022-07"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",8.45010471343994,50,50,1,"2022-07"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.43001413345337,67,67,1,"2022-07"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.25498270988464,61,61,1,"2022-07"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.24203062057495,67,66,0.985074626865672,"2022-07"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",13.1466875076294,42,39,0.928571428571429,"2022-07"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",6.36442995071411,61,61,1,"2022-07"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.23222708702087,54,54,1,"2022-07"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",14.2366876602173,54,54,1,"2022-08"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.6391806602478,71,71,1,"2022-08"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.10879421234131,65,65,1,"2022-08"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.48487424850464,54,54,1,"2022-08"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.8404746055603,44,44,1,"2022-08"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.89096641540527,50,50,1,"2022-08"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.13024473190308,24,24,1,"2022-08"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.38258528709412,43,43,1,"2022-08"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.5058388710022,48,48,1,"2022-08"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.75820708274841,95,95,1,"2022-08"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",8.3125171661377,42,42,1,"2022-08"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",7.20215845108032,42,42,1,"2022-08"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.82334661483765,69,69,1,"2022-08"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",7.56113433837891,27,27,1,"2022-08"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.88710522651672,37,37,1,"2022-08"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.1456151008606,50,50,1,"2022-08"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",3.95563840866089,67,67,1,"2022-08"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.92029070854187,61,61,1,"2022-08"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.66674709320068,67,67,1,"2022-08"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",12.6691789627075,42,42,1,"2022-08"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",4.81990575790405,61,61,1,"2022-08"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.8360081911087,54,54,1,"2022-08"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",16.7317199707031,54,54,1,"2022-09"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.62274980545044,71,71,1,"2022-09"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.12956309318542,65,65,1,"2022-09"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.67449045181274,54,54,1,"2022-09"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.7968156337738,44,44,1,"2022-09"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.08819389343262,50,50,1,"2022-09"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",4.82846927642822,24,24,1,"2022-09"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.36835789680481,43,43,1,"2022-09"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.5191867351532,48,48,1,"2022-09"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.81643068790436,95,95,1,"2022-09"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",9.09015846252441,42,42,1,"2022-09"
